NO_PRODUK,NO_PELANGGAN,NO_WAKTU,JUMLAH_PENJUALAN
50455,511130,57,1
51010,511130,57,12
51045,511130,57,12
51415,511130,57,1
51540,511130,57,24
50140,,57,5
51390,,57,5
51635,,57,3
51635,517430,57,5
50140,,57,1
51635,,57,5
51390,525630,57,5
51635,525630,57,1
51635,546270,57,3
50145,,57,1
50165,,57,1
51415,,57,2
51435,,57,5
51635,,57,1
51660,,57,1
51675,,57,1
50600,518150,57,1
50750,518150,57,12
50155,518550,57,1
50165,518550,57,1
51635,518550,57,1
51695,518550,57,1
51725,518550,57,10
50600,502490,57,1
51660,,57,1
51675,,57,1
51695,,57,1
51725,,57,10
50145,514910,57,1
51105,514910,57,1
51115,514910,57,1
51130,514910,57,1
51725,514910,57,1
50145,,57,2
50600,,57,3
50690,,57,2
51140,,57,1
51685,,57,1
50560,,57,2
50570,,57,3
50600,,57,3
50610,,57,6
50660,,57,6
50680,,57,3
50690,,57,3
52055,,57,12
52065,,57,12
51685,,57,1
51695,,57,1
50365,,132,1
50375,,132,1
50385,,132,1
51415,,132,1
51425,,132,1
51435,,132,1
51745,,132,1
51755,,132,1
51765,,132,1
50140,,131,2
51390,,131,2
50140,511130,131,1
51965,511130,131,12
50365,,131,1
50375,,131,1
50435,,131,1
50455,,131,1
51415,,131,1
51425,,131,1
51005,,131,12
51010,,131,12
51015,,131,12
51020,,131,12
51040,,131,12
51045,,131,12
51390,539720,131,5
51390,501510,131,10
50145,,131,1
50155,,131,2
50165,,131,2
51660,,131,3
51675,,131,3
50550,,131,2
50600,,131,4
50145,,131,2
51425,,131,2
51635,,131,1
51660,,131,1
51675,,131,1
50140,522930,131,10
51390,522930,131,10
50140,517380,131,2
50155,517380,131,1
51390,517380,131,2
51390,500940,131,3
51635,500940,131,1
50140,,131,30
51390,,131,25
51635,,131,5
51675,,131,1
50140,,131,5
51390,,131,3
51635,523030,131,2
51660,523030,131,1
51675,523030,131,1
51635,,131,1
51660,,131,1
51675,,131,1
50570,,131,4
50610,,131,6
50660,,131,6
50680,,131,3
50690,,131,3
52065,,131,12
51390,,57,5
50140,,57,20
50690,,57,4
50680,,57,1
50600,,57,6
50140,,22,1
50355,,22,1
50455,,22,1
51735,,22,2
51965,,22,5
50135,,122,12
50140,,122,1
50355,,122,1
51635,,122,1
51965,,122,5
50165,,106,1
50355,,106,1
50455,,106,1
51535,,106,4
51735,,106,1
50155,,75,2
50455,,75,2
51005,,75,12
51010,,75,12
51840,,75,4
50130,,118,3
50355,,118,1
50455,,118,2
50750,,118,3
50860,,118,1
51635,,118,1
51735,,118,1
50155,507260,132,2
52345,507260,132,24
51530,,132,24
51540,,132,24
51550,,132,24
51005,,132,24
51015,,132,24
51025,,132,24
51040,,132,24
51045,,132,24
51055,,132,24
50140,,132,1
51675,,132,1
50445,500580,132,1
50455,500580,132,1
50465,500580,132,1
51045,500580,132,12
51055,500580,132,12
50140,514180,66,5
50145,514180,66,2
50155,514180,66,3
50165,514180,66,2
50475,514180,66,1
50485,514180,66,1
51105,514180,66,1
51140,514180,66,1
51390,514180,66,5
51620,514180,66,3
51660,514180,66,1
51675,514180,66,2
51685,514180,66,1
51695,514180,66,2
51715,514180,66,1
51725,514180,66,5
51415,,132,24
51425,,132,24
51435,,132,24
51540,,132,24
50730,503610,66,3
50740,503610,66,3
50750,503610,66,3
50760,503610,66,3
51660,503610,66,1
51675,503610,66,1
50730,503880,66,3
50740,503880,66,3
50750,503880,66,3
50760,503880,66,3
51130,503880,66,1
50090,,32,25
50445,,32,24
51005,,32,1
51040,,32,6
51045,,32,1
51055,,32,1
50155,505810,66,1
50165,505810,66,1
50485,505810,66,1
50730,505810,66,4
50740,505810,66,4
50760,505810,66,4
51115,505810,66,1
51130,505810,66,1
51660,505810,66,1
51675,505810,66,1
51695,505810,66,1
50145,521080,66,1
50435,521080,66,1
50455,521080,66,1
51055,521080,66,12
50355,528290,32,1
50455,528290,32,2
50465,528290,32,2
51660,528290,32,1
51675,528290,32,1
50140,523530,32,2
51390,523530,32,2
50730,,66,8
50740,,66,8
50750,,66,8
50475,,72,1
51245,,72,2
51260,,72,2
51855,,72,6
50140,501850,32,80
50090,517710,43,3
51005,,43,12
51055,,43,12
51530,,43,12
51550,,43,12
51675,,43,1
51965,,43,12
50140,,132,2
51005,,132,6
51040,,132,6
51390,,132,2
50145,,132,1
50155,,132,1
50165,,132,1
51660,,132,1
51675,,132,1
51685,,132,1
50140,,132,2
51660,,132,1
51675,,132,1
50140,509010,132,1
50455,509010,132,2
50465,509010,132,2
51390,509010,132,2
51660,509010,132,1
51675,509010,132,1
50140,,132,2
51715,,132,3
50155,518330,132,1
50455,518330,132,1
50465,518330,132,1
51635,518330,132,1
51055,515730,132,12
51530,515730,132,12
51055,540690,132,12
51415,540690,132,12
51530,,132,24
50365,529990,43,72
50385,529990,43,72
51415,529990,43,72
51425,529990,43,60
51435,529990,43,72
51745,529990,43,48
51765,529990,43,60
50560,524280,132,3
51660,524280,132,1
51675,524280,132,1
52065,524280,132,3
50145,,132,2
50155,,132,1
50165,,132,2
51105,,132,1
51115,,132,1
51685,,132,1
51695,,132,1
51725,,132,5
50365,531300,132,24
51415,531300,132,24
51435,531300,132,24
51105,,43,3
51115,,43,1
51130,,43,3
51140,,43,1
51685,,43,1
51695,,43,2
50090,509470,132,100
51640,533860,72,1
51645,533860,72,1
51650,533860,72,1
51775,533860,72,6
51855,533860,72,1
51915,533860,72,6
50395,,72,3
50405,,72,3
50415,,72,3
50425,,72,3
51205,,72,4
51220,,72,4
51235,,72,4
51775,,72,6
51795,,72,12
51825,,72,12
51845,,72,6
51850,,72,6
51855,,72,1
51870,,72,12
51915,,72,6
51935,,72,3
51940,,72,3
51945,,72,3
51950,,72,3
52175,,72,3
52190,,72,12
52205,,72,3
52265,,72,3
52275,,72,3
52160,503330,72,2
52280,503330,72,2
50750,507260,72,6
51650,507260,72,1
51815,507260,72,1
50140,534490,72,3
50475,534490,72,1
50485,534490,72,1
51250,534490,72,3
51265,534490,72,3
51280,534490,72,3
51390,534490,72,5
51675,534490,72,1
50140,505000,72,3
50475,505000,72,1
50485,505000,72,1
51660,505000,72,1
51675,505000,72,1
51250,,72,2
51265,,72,2
52135,,72,2
52220,,72,2
52280,,72,2
50140,528120,72,2
51250,528120,72,2
50730,543040,120,3
50740,543040,120,3
50750,543040,120,3
51775,543040,120,6
51835,543040,120,6
51855,543040,120,6
51915,543040,120,6
51245,,72,3
51260,,72,2
51640,517720,72,1
51650,517720,72,1
51660,517720,72,1
51775,517720,72,3
51855,517720,72,6
51915,517720,72,3
50740,,72,6
51660,,72,3
51675,,72,3
50365,,43,12
51660,,43,1
51675,,43,1
51745,,43,12
50165,,113,1
51005,,113,12
51055,,113,12
51635,,113,2
52420,,113,12
50455,526910,52,1
51685,526910,52,1
51695,526910,52,1
50135,503520,43,12
50375,503520,43,12
51005,503520,43,24
51020,503520,43,24
51045,503520,43,24
51105,503520,43,1
51140,503520,43,1
51415,503520,43,12
51425,503520,43,12
51540,503520,43,12
51635,503520,43,1
51715,503520,43,1
51745,503520,43,12
50155,538410,43,3
50140,505360,32,1
50475,505360,32,1
51390,505360,32,3
51660,505360,32,1
50090,509260,122,3
51010,509260,122,34
51015,509260,122,34
51025,509260,122,34
51045,509260,122,64
51055,509260,122,64
51530,509260,122,8
51540,509260,122,86
51550,509260,122,2
51005,509260,122,78
50090,509260,87,1
51005,509260,87,51
51010,509260,87,19
51015,509260,87,19
51025,509260,87,19
51055,509260,87,48
51125,509260,87,1
51530,509260,87,50
51540,509260,87,50
51550,509260,87,32
51045,509260,87,53
51005,509260,106,201
51010,509260,106,49
51015,509260,106,49
51025,509260,106,62
51045,509260,106,148
51055,509260,106,118
51530,509260,106,114
51540,509260,106,156
51550,509260,106,54
51005,509260,75,190
51010,509260,75,88
51015,509260,75,34
51025,509260,75,34
51045,509260,75,172
51055,509260,75,172
51530,509260,75,51
51540,509260,75,132
51550,509260,75,33
51005,509260,118,214
51010,509260,118,83
51015,509260,118,53
51020,509260,118,30
51025,509260,118,53
51045,509260,118,188
51055,509260,118,143
51530,509260,118,72
51540,509260,118,180
51550,509260,118,36
50090,515340,122,1
51005,515340,122,86
51010,515340,122,42
51015,515340,122,42
51020,515340,122,54
51025,515340,122,54
51040,515340,122,60
51045,515340,122,86
51055,515340,122,100
51530,515340,122,76
51540,515340,122,76
51550,515340,122,76
51005,515340,87,62
51010,515340,87,28
51015,515340,87,28
51020,515340,87,36
51025,515340,87,36
51040,515340,87,40
51045,515340,87,74
51055,515340,87,71
51530,515340,87,96
51540,515340,87,96
51550,515340,87,96
51005,515340,106,80
51010,515340,106,42
51015,515340,106,42
51020,515340,106,48
51025,515340,106,48
51040,515340,106,54
51045,515340,106,93
51055,515340,106,80
51530,515340,106,156
51540,515340,106,192
51550,515340,106,48
52360,515340,106,66
51005,515340,75,30
51010,515340,75,14
51015,515340,75,14
51020,515340,75,20
51025,515340,75,20
51040,515340,75,22
51045,515340,75,30
51055,515340,75,35
51530,515340,75,137
51540,515340,75,137
51550,515340,75,68
52360,515340,75,30
50090,515340,118,1
51005,515340,118,90
51010,515340,118,11
51015,515340,118,46
51020,515340,118,54
51025,515340,118,54
51040,515340,118,64
51045,515340,118,90
51055,515340,118,104
51530,515340,118,99
51540,515340,118,27
50090,505580,122,1
51005,505580,122,40
51010,505580,122,29
51015,505580,122,30
51020,505580,122,30
51025,505580,122,41
51040,505580,122,30
51045,505580,122,48
51050,505580,122,16
51055,505580,122,34
51530,505580,122,80
51540,505580,122,104
51550,505580,122,80
50090,505580,87,1
51005,505580,87,51
51010,505580,87,8
51015,505580,87,22
51020,505580,87,19
51025,505580,87,8
51040,505580,87,19
51045,505580,87,21
51050,505580,87,8
51055,505580,87,39
51530,505580,87,48
51540,505580,87,66
51550,505580,87,30
50090,505580,106,2
51005,505580,106,133
51010,505580,106,90
51015,505580,106,118
51020,505580,106,118
51025,505580,106,79
51040,505580,106,128
51045,505580,106,157
51050,505580,106,76
51055,505580,106,148
51530,505580,106,144
51540,505580,106,150
51550,505580,106,132
50090,505580,75,1
51005,505580,75,49
51010,505580,75,40
51015,505580,75,47
51020,505580,75,47
51025,505580,75,40
51040,505580,75,47
51045,505580,75,49
51050,505580,75,40
51055,505580,75,59
51530,505580,75,44
51540,505580,75,47
51550,505580,75,23
51005,505580,118,64
51010,505580,118,18
51015,505580,118,33
51020,505580,118,27
51025,505580,118,18
51040,505580,118,35
51045,505580,118,82
51050,505580,118,18
51055,505580,118,48
51530,505580,118,33
51540,505580,118,33
51550,505580,118,24
50090,504690,122,2
51005,504690,122,65
51010,504690,122,22
51015,504690,122,13
51020,504690,122,20
51025,504690,122,19
51040,504690,122,33
51045,504690,122,76
51050,504690,122,6
51055,504690,122,65
51530,504690,122,8
51540,504690,122,20
51550,504690,122,14
52525,504690,122,12
51005,504690,87,93
51010,504690,87,43
51015,504690,87,31
51020,504690,87,42
51025,504690,87,43
51040,504690,87,55
51045,504690,87,79
51050,504690,87,26
51055,504690,87,91
51530,504690,87,30
51540,504690,87,42
51550,504690,87,24
51005,504690,106,116
51010,504690,106,34
51015,504690,106,15
51020,504690,106,51
51025,504690,106,62
51040,504690,106,70
51045,504690,106,84
51050,504690,106,12
51055,504690,106,84
51125,504690,106,1
51530,504690,106,92
51540,504690,106,92
51550,504690,106,92
52360,504690,106,6
51005,504690,75,134
51010,504690,75,45
51015,504690,75,35
51020,504690,75,82
51025,504690,75,67
51040,504690,75,71
51045,504690,75,140
51050,504690,75,35
51055,504690,75,129
51530,504690,75,27
51540,504690,75,48
51550,504690,75,27
52360,504690,75,6
51005,504690,118,98
51010,504690,118,59
51015,504690,118,40
51020,504690,118,55
51025,504690,118,69
51040,504690,118,71
51045,504690,118,99
51050,504690,118,37
51055,504690,118,82
51530,504690,118,108
51540,504690,118,252
51550,504690,118,108
50090,504690,114,1
51005,504690,114,112
51010,504690,114,41
51015,504690,114,24
51020,504690,114,37
51025,504690,114,40
51040,504690,114,62
51045,504690,114,80
51050,504690,114,24
51055,504690,114,91
51530,504690,114,100
51540,504690,114,190
51550,504690,114,100
52360,504690,114,6
50090,504690,68,2
51005,504690,68,124
51010,504690,68,43
51015,504690,68,69
51020,504690,68,55
51025,504690,68,57
51040,504690,68,57
51045,504690,68,89
51050,504690,68,41
51055,504690,68,93
51530,504690,68,20
51540,504690,68,66
51550,504690,68,16
52360,504690,68,21
51005,504690,45,135
51010,504690,45,55
51015,504690,45,45
51020,504690,45,60
51025,504690,45,59
51040,504690,45,80
51045,504690,45,119
51050,504690,45,6
51055,504690,45,161
51125,504690,45,1
51530,504690,45,100
51540,504690,45,112
51550,504690,45,100
50090,504690,57,1
51005,504690,57,52
51010,504690,57,23
51015,504690,57,16
51020,504690,57,23
51025,504690,57,38
51040,504690,57,41
51045,504690,57,54
51055,504690,57,42
51125,504690,57,6
52525,504690,57,3
50090,533990,43,20
51635,506130,43,5
51660,529630,43,2
51675,529630,43,2
51685,507460,43,2
51695,507460,43,1
51725,507460,43,10
51635,,43,5
51660,,43,1
51675,,43,1
51635,,43,5
51965,,43,12
51415,504020,43,36
51745,504020,43,36
51415,507220,43,12
51635,507220,43,1
51745,507220,43,12
51965,507220,43,12
50090,,43,25
51635,503110,114,20
51005,515340,114,42
51010,515340,114,7
51015,515340,114,7
51020,515340,114,29
51025,515340,114,29
51040,515340,114,30
51045,515340,114,38
51055,515340,114,38
51525,515340,114,6
51530,515340,114,90
51540,515340,114,90
51550,515340,114,90
50090,515340,68,1
51005,515340,68,85
51010,515340,68,35
51015,515340,68,35
51020,515340,68,41
51025,515340,68,41
51040,515340,68,46
51045,515340,68,74
51055,515340,68,74
51530,515340,68,36
51540,515340,68,36
51550,515340,68,36
52360,515340,68,60
50090,515340,45,1
51005,515340,45,162
51015,515340,45,49
51020,515340,45,49
51025,515340,45,49
51040,515340,45,56
51045,515340,45,90
51055,515340,45,90
51505,515340,45,18
51525,515340,45,36
51530,515340,45,26
51535,515340,45,36
51540,515340,45,26
51545,515340,45,18
51550,515340,45,26
51010,515340,45,49
51005,515340,57,66
51010,515340,57,28
51015,515340,57,28
51020,515340,57,30
51025,515340,57,30
51040,515340,57,34
51045,515340,57,75
51055,515340,57,66
51530,515340,57,208
51540,515340,57,204
51550,515340,57,136
51005,509260,114,209
51010,509260,114,72
51015,509260,114,54
51025,509260,114,71
51045,509260,114,187
51055,509260,114,158
51540,509260,114,36
51005,509260,68,188
51010,509260,68,77
51015,509260,68,29
51020,509260,68,24
51025,509260,68,50
51045,509260,68,173
51055,509260,68,137
51530,509260,68,42
51540,509260,68,66
51550,509260,68,12
50090,509260,45,2
51005,509260,45,93
51010,509260,45,39
51020,509260,45,15
51025,509260,45,39
51045,509260,45,105
51055,509260,45,93
51125,509260,45,4
51535,509260,45,24
51015,509260,45,23
50550,507370,30,1
50600,507370,30,1
50455,,30,12
50365,512040,30,12
50385,512040,30,12
50445,512040,30,1
50455,512040,30,1
50465,512040,30,1
51005,512040,30,6
51040,512040,30,6
51415,512040,30,12
51425,512040,30,12
51435,512040,30,12
51390,519150,30,2
51415,519150,30,12
51425,519150,30,12
51635,519150,30,1
51415,,30,12
51425,,30,12
50385,,30,12
51435,,30,12
51660,,30,2
51675,,30,2
51685,,30,3
51695,,30,2
51725,,30,10
51745,,30,12
52065,,30,6
52075,,30,6
51635,,30,1
51695,,30,1
51725,,30,5
51105,545980,30,2
51115,545980,30,2
51130,545980,30,2
51140,545980,30,2
50145,,30,2
51030,,30,1
51660,,30,1
51675,,30,1
51390,501050,30,5
51660,501050,30,1
51675,501050,30,1
51415,512430,30,24
51435,512430,30,24
51745,512430,30,24
51765,512430,30,12
51635,,30,1
51660,,30,1
51675,,30,1
51965,,30,12
50145,,30,1
50165,,30,1
51675,,30,1
51685,,30,1
51715,,30,1
51635,,30,1
51660,,30,3
51675,,30,3
51105,,30,1
51130,,30,1
51140,,30,1
51660,,30,1
51675,,30,1
50445,505430,88,2
51635,505430,88,1
51660,505430,88,1
51735,505430,88,6
51010,507930,30,24
51015,507930,30,24
51020,507930,30,24
51040,507930,30,24
51050,507930,30,24
51055,507930,30,24
51005,507930,30,2
51045,507930,30,2
51635,,30,5
51660,,30,3
51675,,30,3
51635,539220,30,3
51965,539090,30,12
50600,,30,1
50145,511950,30,2
50155,511950,30,2
51660,511950,30,1
51675,511950,30,1
51685,511950,30,2
51715,511950,30,2
50445,501040,30,2
51005,501040,30,12
51045,501040,30,12
51055,501040,30,12
51415,501040,30,12
51435,501040,30,12
51635,501040,30,1
51965,501040,30,12
52540,501040,30,6
51635,,30,5
51660,,30,3
51675,,30,3
50355,,30,1
50365,,30,12
50375,,30,12
51030,,30,2
51130,,30,1
51415,,30,12
51425,,30,12
51660,,30,1
51675,,30,1
51755,,30,12
52055,,30,6
52065,,30,6
50465,526450,30,1
51030,526450,30,1
51055,526450,30,12
51550,526450,30,12
50435,500030,30,1
50455,500030,30,2
50465,500030,30,1
51635,500030,30,2
51660,500030,30,1
51675,500030,30,1
50145,,30,1
50165,,30,1
51115,,30,1
51140,,30,1
51725,,30,6
51390,528400,30,5
51660,528400,30,1
51675,528400,30,1
50365,,30,24
51415,,30,24
51685,528020,30,1
51695,528020,30,1
51725,528020,30,5
51010,515340,43,49
51015,515340,43,49
51020,515340,43,49
51025,515340,43,49
51040,515340,43,56
51045,515340,43,96
51055,515340,43,96
51005,515340,43,110
51005,509260,57,84
51010,509260,57,18
51015,509260,57,18
51020,509260,57,12
51025,509260,57,24
51055,509260,57,96
51530,509260,57,162
51540,509260,57,210
51550,509260,57,96
51045,509260,57,111
51005,,132,6
51015,,132,1
51020,,132,17
51035,,132,17
51040,,132,63
51045,,132,12
51050,,132,33
51055,,132,9
51540,,132,2
51550,,132,10
51005,505580,114,96
51010,505580,114,12
51020,505580,114,28
51025,505580,114,12
51040,505580,114,36
51045,505580,114,66
51050,505580,114,12
51055,505580,114,52
51530,505580,114,54
51540,505580,114,54
51550,505580,114,18
51015,505580,114,33
50090,505580,68,1
51005,505580,68,60
51010,505580,68,48
51015,505580,68,74
51020,505580,68,60
51025,505580,68,48
51040,505580,68,60
51045,505580,68,60
51050,505580,68,48
51055,505580,68,60
51530,505580,68,114
51540,505580,68,80
51550,505580,68,68
51005,505580,45,49
51010,505580,45,41
51015,505580,45,49
51020,505580,45,49
51025,505580,45,47
51040,505580,45,61
51045,505580,45,103
51050,505580,45,32
51055,505580,45,59
51530,505580,45,57
51540,505580,45,93
51550,505580,45,18
50155,,57,1
50165,,57,1
51105,,57,1
51130,,57,1
51660,,57,1
51735,,57,1
51005,505580,57,92
51010,505580,57,62
51015,505580,57,78
51020,505580,57,78
51025,505580,57,56
51040,505580,57,84
51045,505580,57,84
51050,505580,57,52
51055,505580,57,78
51530,505580,57,132
51540,505580,57,148
51550,505580,57,100
51005,519130,32,12
51015,519130,32,12
51020,519130,32,12
51040,519130,32,12
51045,519130,32,12
51055,519130,32,12
51390,519130,32,5
51425,519130,32,12
51005,,102,12
51025,,102,12
51040,,102,12
51045,,102,12
51055,,102,12
50485,,102,1
51635,,102,1
51660,,102,1
51675,,102,2
51635,500940,102,5
51660,500940,102,2
51675,500940,102,1
50155,,102,5
51635,,102,5
51425,,114,24
51755,,114,12
50140,521240,102,2
51635,521240,102,1
50475,,32,1
50485,,32,1
51660,,32,1
51675,,32,1
51685,,32,1
52065,,32,6
52075,,32,6
52085,,32,6
50475,,102,1
50485,,102,1
51415,,102,24
51435,,102,24
51660,,102,2
51675,,102,2
51745,,102,24
51765,,102,24
50730,502110,102,2
51105,502110,102,1
51115,502110,102,1
51130,502110,102,1
51140,502110,102,1
52065,502110,102,3
51105,522960,32,1
51660,522960,32,1
51675,522960,32,1
51685,522960,32,1
51695,522960,32,1
51725,522960,32,6
50140,500430,102,1
50165,500430,102,3
50860,500430,102,1
50870,500430,102,1
51010,500430,102,12
51015,500430,102,12
51055,500430,102,24
51005,500430,102,26
51390,,32,5
51635,,32,5
51635,,32,5
50140,501110,32,1
51660,,67,3
51675,,67,2
51005,535240,102,12
51010,535240,102,12
51015,535240,102,12
51020,535240,102,12
51055,535240,102,12
51660,535240,102,1
51675,535240,102,1
51715,535240,102,1
51040,535240,102,14
50475,509280,102,1
50485,509280,102,1
51660,509280,102,1
51675,509280,102,1
51685,,32,1
51695,,32,1
52055,,32,6
52065,,32,6
52075,,32,6
51005,,102,12
51025,,102,12
51040,,102,12
51055,,102,24
51530,,102,24
51540,,102,24
51550,,102,24
51045,,102,14
51005,512010,32,12
51010,512010,32,12
51015,512010,32,12
51025,512010,32,12
51055,512010,32,12
51040,512010,32,14
51540,528310,102,1
50140,,87,50
51005,,102,12
51025,,102,12
51045,,102,12
51055,,102,24
51040,,102,14
50140,501850,87,50
51390,501850,87,150
51045,,32,1
51055,,32,1
51635,501850,87,20
50140,,87,25
50155,,87,5
51390,,87,25
51635,,87,10
51660,,87,3
51675,,87,3
51635,,118,1
51660,,118,3
51675,,118,3
51660,502000,118,3
51675,502000,118,3
51695,,118,1
51965,,118,12
52055,,118,6
52065,,118,6
50140,,32,5
50140,539270,32,2
51390,539270,32,2
51530,539270,32,24
51540,539270,32,12
51550,539270,32,12
51005,,32,1
51015,,32,1
51045,,32,1
51055,,32,1
51530,,32,1
51550,,32,1
51040,,32,11
50090,,32,5
50445,,32,12
51015,,32,1
51020,,32,10
51025,,32,1
51040,,32,1
51045,,32,1
51055,,32,1
51660,501710,32,1
51675,501710,32,1
51635,,32,1
51660,,32,3
51675,,32,3
51965,514350,32,12
51390,513010,32,10
50140,514340,32,2
51390,514340,32,5
50475,528310,32,1
51635,528310,32,1
51660,528310,32,1
51675,528310,32,1
50475,,32,1
51635,,32,1
51965,,32,12
51635,,32,1
51705,,32,1
51715,,32,1
50155,502700,32,1
50165,502700,32,2
50445,502700,32,2
50485,502700,32,1
51635,502700,32,1
50465,503510,32,3
50485,503510,32,1
51675,503510,32,1
51965,503510,32,12
51635,,32,1
51390,521500,32,3
51660,508630,32,3
51675,508630,32,3
50165,506370,32,1
50485,506370,32,1
51675,506370,32,1
50435,,32,1
50445,,32,1
50455,,32,1
51005,,32,12
51055,,32,12
51105,528550,32,1
51115,528550,32,1
51010,515340,131,35
51015,515340,131,35
51020,515340,131,43
51025,515340,131,43
51040,515340,131,48
51045,515340,131,68
51055,515340,131,68
51125,515340,131,3
51540,515340,131,324
51005,515340,131,79
51005,515340,132,53
51010,515340,132,21
51015,515340,132,21
51020,515340,132,27
51025,515340,132,27
51040,515340,132,30
